User_Id,Place_Id,Place_Ratings,Place_Name,Category,City,Price,Rating,Time_Minutes,Lat,Long,Location,Age
76,344,1,Pantai Marina,Bahari,Semarang,3000,4.1,,-6.948877,110.3893285,"Cirebon, Jawa Barat",19
76,411,2,Masjid Muhammad Cheng Hoo,Tempat Ibadah,Surabaya,0,4.7,,-7.2522754,112.7468796,"Cirebon, Jawa Barat",19
76,38,3,Istana Negara Republik Indonesia,Budaya,Jakarta,0,4.6,,-6.168069,106.8239727,"Cirebon, Jawa Barat",19
76,52,2,Kampung Cina,Budaya,Jakarta,15000,4.5,,-6.3651357,106.7617984,"Cirebon, Jawa Barat",19
76,192,3,Air Terjun Sri Gethuk,Cagar Alam,Yogyakarta,15000,4.4,,-7.943178,110.48924,"Cirebon, Jawa Barat",19
76,291,4,Water Park Bandung Indah,Taman Hiburan,Bandung,50000,4.0,,-6.9805807,107.5856567,"Cirebon, Jawa Barat",19
76,385,4,Kampung Batik Gedong Semarang,Budaya,Semarang,0,4.4,45.0,-6.9688821,110.4318692,"Cirebon, Jawa Barat",19
76,179,1,Candi Ratu Boko,Budaya,Yogyakarta,75000,4.6,90.0,-7.7705416,110.4894158,"Cirebon, Jawa Barat",19
76,436,2,Taman Flora Bratang Surabaya,Taman Hiburan,Surabaya,0,4.6,,-7.2943303,112.7617534,"Cirebon, Jawa Barat",19
76,338,1,Lawang Sewu,Budaya,Semarang,10000,4.6,,-6.9839099,110.4104342,"Cirebon, Jawa Barat",19
76,410,4,Ciputra Waterpark,Taman Hiburan,Surabaya,95000,4.3,90.0,-7.2861707,112.6333338,"Cirebon, Jawa Barat",19
76,244,3,Kampung Batu Malakasari,Taman Hiburan,Bandung,10000,4.1,,-7.0093633,107.6069444,"Cirebon, Jawa Barat",19
76,390,4,Durian Gardens and Tourism Education Watu Simbar,Cagar Alam,Semarang,5000,4.1,45.0,-7.0967079,110.3900517,"Cirebon, Jawa Barat",19
76,299,1,Sendang Geulis Kahuripan,Cagar Alam,Bandung,10000,4.3,120.0,-6.7495268,107.478658,"Cirebon, Jawa Barat",19
76,266,1,Caringin Tilu,Cagar Alam,Bandung,0,4.4,,-6.8580464,107.6647084,"Cirebon, Jawa Barat",19
76,367,1,Wisata Lereng Kelir,Cagar Alam,Semarang,7000,4.3,,-7.3126613,110.3746785,"Cirebon, Jawa Barat",19
76,316,2,Curug Malela,Cagar Alam,Bandung,10000,4.4,,-7.0182386,107.2072145,"Cirebon, Jawa Barat",19
77,306,5,Sungai Palayangan,Cagar Alam,Bandung,150000,4.6,,-7.1965023,107.5454594,"Bekasi, Jawa Barat",34
77,382,5,Kampoeng Kopi Banaran,Taman Hiburan,Semarang,200000,4.3,90.0,-7.2539005,110.4414953,"Bekasi, Jawa Barat",34
77,390,3,Durian Gardens and Tourism Education Watu Simbar,Cagar Alam,Semarang,5000,4.1,45.0,-7.0967079,110.3900517,"Bekasi, Jawa Barat",34
77,127,2,Blue Lagoon Jogja,Taman Hiburan,Yogyakarta,10000,4.3,,-7.7044358,110.45026,"Bekasi, Jawa Barat",34
77,272,3,Taman Budaya Jawa Barat,Budaya,Bandung,0,4.3,120.0,-6.870099,107.6164386,"Bekasi, Jawa Barat",34
77,253,1,Selasar Sunaryo Art Space,Taman Hiburan,Bandung,25000,4.6,,-6.8585406,107.6365486,"Bekasi, Jawa Barat",34
77,55,5,Klenteng Jin De Yuan,Tempat Ibadah,Jakarta,0,4.5,,-6.1444737,106.8126018,"Bekasi, Jawa Barat",34
77,411,3,Masjid Muhammad Cheng Hoo,Tempat Ibadah,Surabaya,0,4.7,,-7.2522754,112.7468796,"Bekasi, Jawa Barat",34
77,126,3,Pantai Goa Cemara,Bahari,Yogyakarta,4000,4.3,,-7.999423,110.248963,"Bekasi, Jawa Barat",34
77,433,2,Museum Mpu Tantular,Budaya,Surabaya,2000,4.4,45.0,-7.4338593,112.7199058,"Bekasi, Jawa Barat",34
77,324,3,Happyfarm Ciwidey,Cagar Alam,Bandung,15000,4.2,90.0,-7.1147877,107.4380865,"Bekasi, Jawa Barat",34
77,272,5,Taman Budaya Jawa Barat,Budaya,Bandung,0,4.3,120.0,-6.870099,107.6164386,"Bekasi, Jawa Barat",34
77,276,3,Taman Jomblo,Taman Hiburan,Bandung,10000,4.1,30.0,-6.8980549,107.6094673,"Bekasi, Jawa Barat",34
77,419,3,Monumen Tugu Pahlawan,Budaya,Surabaya,0,4.7,30.0,-7.246926,112.73781,"Bekasi, Jawa Barat",34
77,167,5,Geoforest Watu Payung Turunan,Cagar Alam,Yogyakarta,0,4.5,60.0,-7.974294,110.4364363,"Bekasi, Jawa Barat",34
77,430,1,Atlantis Land Surabaya,Taman Hiburan,Surabaya,125000,4.4,120.0,-7.2516189,112.8009694,"Bekasi, Jawa Barat",34
77,78,3,Hutan Kota Srengseng,Taman Hiburan,Jakarta,1000,4.3,,-6.2106945,106.7643954,"Bekasi, Jawa Barat",34
77,32,4,Setu Babakan,Budaya,Jakarta,0,4.4,,-6.3416667,106.8238889,"Bekasi, Jawa Barat",34
77,163,1,Watu Mabur Mangunan,Cagar Alam,Yogyakarta,2500,4.5,60.0,-7.947121,110.441,"Bekasi, Jawa Barat",34
77,274,2,Babakan Siliwangi City Forest Path Bandung,Cagar Alam,Bandung,0,4.6,,-6.8853746,107.6111899,"Bekasi, Jawa Barat",34
77,191,5,Pantai Drini,Bahari,Yogyakarta,10000,4.5,,-8.1384509,110.577522,"Bekasi, Jawa Barat",34
77,318,4,Situ Patenggang,Cagar Alam,Bandung,20000,4.5,,-7.1669649,107.3575344,"Bekasi, Jawa Barat",34
77,259,1,Monumen Perjuangan Rakyat Jawa Barat,Budaya,Bandung,0,4.5,45.0,-6.8934327,107.6185513,"Bekasi, Jawa Barat",34
77,390,1,Durian Gardens and Tourism Education Watu Simbar,Cagar Alam,Semarang,5000,4.1,45.0,-7.0967079,110.3900517,"Bekasi, Jawa Barat",34
77,346,2,Indonesia Kaya Park,Taman Hiburan,Semarang,0,4.6,45.0,-6.9923507,110.4201162,"Bekasi, Jawa Barat",34
77,181,3,Pantai Sundak,Bahari,Yogyakarta,5000,4.5,,-8.147072,110.6079043,"Bekasi, Jawa Barat",34
77,314,4,Tafso Barn,Cagar Alam,Bandung,0,4.2,180.0,-6.8426446,107.6228408,"Bekasi, Jawa Barat",34
77,257,3,Monumen Bandung Lautan Api,Budaya,Bandung,0,4.3,,-6.9338497,107.604925,"Bekasi, Jawa Barat",34
77,340,3,Desa Wisata Lembah Kalipancur,Taman Hiburan,Semarang,0,3.9,90.0,-7.0205245,110.3754605,"Bekasi, Jawa Barat",34
77,167,5,Geoforest Watu Payung Turunan,Cagar Alam,Yogyakarta,0,4.5,60.0,-7.974294,110.4364363,"Bekasi, Jawa Barat",34
78,245,4,Jendela Alam,Taman Hiburan,Bandung,20000,4.4,150.0,-6.819604,107.5964519,"Lampung, Sumatera Selatan",22
78,321,4,Glamping Lakeside Rancabali,Taman Hiburan,Bandung,30000,4.4,,-7.1675908,107.3532419,"Lampung, Sumatera Selatan",22
78,307,5,Perkebunan Teh Malabar,Cagar Alam,Bandung,5000,4.4,,-7.2274463,107.6050805,"Lampung, Sumatera Selatan",22
78,248,4,NuArt Sculpture Park,Taman Hiburan,Bandung,50000,4.7,,-6.8778589,107.5720263,"Lampung, Sumatera Selatan",22
78,291,5,Water Park Bandung Indah,Taman Hiburan,Bandung,50000,4.0,,-6.9805807,107.5856567,"Lampung, Sumatera Selatan",22
78,293,5,Taman Badak,Taman Hiburan,Bandung,0,4.5,,-6.9132752,107.6094908,"Lampung, Sumatera Selatan",22
78,248,3,NuArt Sculpture Park,Taman Hiburan,Bandung,50000,4.7,,-6.8778589,107.5720263,"Lampung, Sumatera Selatan",22
78,341,1,Hutan Wisata Tinjomoyo Semarang,Cagar Alam,Semarang,3000,4.3,,-7.0296837,110.3999611,"Lampung, Sumatera Selatan",22
78,59,1,Museum Sumpah Pemuda,Budaya,Jakarta,2000,4.7,,-6.1838388,106.8430507,"Lampung, Sumatera Selatan",22
78,381,3,Tugu Muda Semarang,Budaya,Semarang,0,4.7,,-6.9843485,110.4093207,"Lampung, Sumatera Selatan",22
78,62,5,Taman Legenda Keong Emas,Taman Hiburan,Jakarta,30000,4.5,,-6.3039042,106.8936219,"Lampung, Sumatera Selatan",22
78,113,4,Gedung Agung Yogyakarta,Budaya,Yogyakarta,0,4.6,,-7.8001506,110.3637507,"Lampung, Sumatera Selatan",22
78,416,3,Keraton Surabaya,Budaya,Surabaya,0,4.4,,-7.2567553,112.7942203,"Lampung, Sumatera Selatan",22
78,181,1,Pantai Sundak,Bahari,Yogyakarta,5000,4.5,,-8.147072,110.6079043,"Lampung, Sumatera Selatan",22
78,407,5,Taman Ekspresi Dan Perpustakaan,Taman Hiburan,Surabaya,0,4.5,45.0,-7.2573072,112.7437199,"Lampung, Sumatera Selatan",22
78,11,2,Pulau Bidadari,Bahari,Jakarta,5000,4.6,,-6.035833,106.746944,"Lampung, Sumatera Selatan",22
78,276,2,Taman Jomblo,Taman Hiburan,Bandung,10000,4.1,30.0,-6.8980549,107.6094673,"Lampung, Sumatera Selatan",22
78,155,5,Pantai Ngobaran,Bahari,Yogyakarta,5000,4.6,,-8.1184844,110.5028785,"Lampung, Sumatera Selatan",22
78,169,4,Puncak Segoro,Cagar Alam,Yogyakarta,5000,4.2,90.0,-8.1026167,110.4562084,"Lampung, Sumatera Selatan",22
78,7,4,Kebun Binatang Ragunan,Cagar Alam,Jakarta,4000,4.5,,-6.3124593,106.8201865,"Lampung, Sumatera Selatan",22
78,76,4,Taman Cattleya,Taman Hiburan,Jakarta,20000,4.5,,-6.1810843,106.7954476,"Lampung, Sumatera Selatan",22
78,68,1,Pasar Petak Sembilan,Pusat Perbelanjaan,Jakarta,0,4.4,45.0,-6.1436722,106.8129398,"Lampung, Sumatera Selatan",22
78,199,5,Pantai Sedahan,Bahari,Yogyakarta,5000,4.5,,-8.1978943,110.7208535,"Lampung, Sumatera Selatan",22
78,226,4,Kawasan Punclut,Taman Hiburan,Bandung,20000,4.4,120.0,-6.8419756,107.622824,"Lampung, Sumatera Selatan",22
78,285,2,Taman Sejarah Bandung,Budaya,Bandung,0,4.6,45.0,-6.9103086,107.6098619,"Lampung, Sumatera Selatan",22
78,407,4,Taman Ekspresi Dan Perpustakaan,Taman Hiburan,Surabaya,0,4.5,45.0,-7.2573072,112.7437199,"Lampung, Sumatera Selatan",22
78,7,2,Kebun Binatang Ragunan,Cagar Alam,Jakarta,4000,4.5,,-6.3124593,106.8201865,"Lampung, Sumatera Selatan",22
78,117,5,The World Landmarks - Merapi Park Yogyakarta,Taman Hiburan,Yogyakarta,22000,4.2,90.0,-7.6209046,110.4216275,"Lampung, Sumatera Selatan",22
78,326,4,Taman Kupu-Kupu Cihanjuang,Cagar Alam,Bandung,10000,4.0,,-6.8590047,107.568779,"Lampung, Sumatera Selatan",22
78,232,3,Bukit Moko,Cagar Alam,Bandung,25000,4.5,,-6.8422202,107.6767988,"Lampung, Sumatera Selatan",22
78,108,3,Embung Tambakboyo,Taman Hiburan,Yogyakarta,0,4.4,,-7.756227,110.4150131,"Lampung, Sumatera Selatan",22
78,260,5,Museum Pos Indonesia,Budaya,Bandung,0,4.5,,-6.902013,107.6197787,"Lampung, Sumatera Selatan",22
78,300,4,Sanghyang Heuleut,Cagar Alam,Bandung,10000,4.4,,-6.8765131,107.3422183,"Lampung, Sumatera Selatan",22
78,151,3,Desa Wisata Kelor,Taman Hiburan,Yogyakarta,0,4.4,90.0,-7.6410258,110.3622794,"Lampung, Sumatera Selatan",22
78,120,3,Bukit Panguk Kediwung,Budaya,Yogyakarta,250000,4.5,90.0,-7.9583695,110.4407622,"Lampung, Sumatera Selatan",22
78,401,3,Taman Keputran,Taman Hiburan,Surabaya,0,4.3,,-7.2732153,112.744102,"Lampung, Sumatera Selatan",22
78,368,4,Kampoeng Rawa,Cagar Alam,Semarang,3000,4.5,,-7.267539,110.418076,"Lampung, Sumatera Selatan",22
79,144,1,Goa Jomblang,Cagar Alam,Yogyakarta,500000,4.6,,-8.0281562,110.6383307,"Jakarta Utara, DKI Jakarta",31
79,319,3,Kawah Rengganis Cibuni,Cagar Alam,Bandung,5000,4.3,,-7.1724126,107.3766656,"Jakarta Utara, DKI Jakarta",31
79,167,5,Geoforest Watu Payung Turunan,Cagar Alam,Yogyakarta,0,4.5,60.0,-7.974294,110.4364363,"Jakarta Utara, DKI Jakarta",31
79,94,3,Sumur Gumuling,Taman Hiburan,Yogyakarta,7000,4.5,,-7.8087911,110.3591825,"Jakarta Utara, DKI Jakarta",31
79,395,3,Taman Prestasi,Taman Hiburan,Surabaya,0,4.6,,-7.2614722,112.7428284,"Jakarta Utara, DKI Jakarta",31
79,14,3,Pulau Pelangi,Bahari,Jakarta,900000,4.8,,-5.587055,106.5885,"Jakarta Utara, DKI Jakarta",31
79,300,4,Sanghyang Heuleut,Cagar Alam,Bandung,10000,4.4,,-6.8765131,107.3422183,"Jakarta Utara, DKI Jakarta",31
79,272,3,Taman Budaya Jawa Barat,Budaya,Bandung,0,4.3,120.0,-6.870099,107.6164386,"Jakarta Utara, DKI Jakarta",31
79,139,5,Puncak Gunung Api Purba - Nglanggeran,Cagar Alam,Yogyakarta,10000,4.7,60.0,-7.841253,110.543056,"Jakarta Utara, DKI Jakarta",31
79,88,4,Museum Benteng Vredeburg Yogyakarta,Budaya,Yogyakarta,3000,4.6,120.0,-7.8002016,110.3663044,"Jakarta Utara, DKI Jakarta",31
79,333,2,Kota Mini,Taman Hiburan,Bandung,20000,4.4,,-6.8186888,107.6169403,"Jakarta Utara, DKI Jakarta",31
79,92,2,Nol Kilometer Jl.Malioboro,Taman Hiburan,Yogyakarta,0,4.7,45.0,-7.8013803,110.3647652,"Jakarta Utara, DKI Jakarta",31
79,228,5,Museum Sri Baduga,Budaya,Bandung,3000,4.5,,-6.9375748,107.603775,"Jakarta Utara, DKI Jakarta",31
79,33,2,Taman Suropati,Taman Hiburan,Jakarta,0,4.6,,-6.1994034,106.8326228,"Jakarta Utara, DKI Jakarta",31
79,329,4,Bukit Gantole Cililin,Cagar Alam,Bandung,0,4.4,45.0,-6.9588812,107.4713147,"Jakarta Utara, DKI Jakarta",31
79,132,2,Air Terjun Kedung Pedut,Cagar Alam,Yogyakarta,20000,4.5,60.0,-7.7699875,110.1210707,"Jakarta Utara, DKI Jakarta",31
79,377,1,La Kana Chapel,Taman Hiburan,Semarang,35000,4.5,,-7.2156923,110.3649392,"Jakarta Utara, DKI Jakarta",31
79,262,1,Wot Batu,Cagar Alam,Bandung,50000,4.7,,-6.8597013,107.6360983,"Jakarta Utara, DKI Jakarta",31
79,254,5,Teras Cikapundung BBWS,Taman Hiburan,Bandung,0,4.3,60.0,-6.8844199,107.6068344,"Jakarta Utara, DKI Jakarta",31
79,93,1,Gembira Loka Zoo,Cagar Alam,Yogyakarta,60000,4.5,,-7.8062344,110.3967977,"Jakarta Utara, DKI Jakarta",31
79,297,5,Mountain View Golf Club,Cagar Alam,Bandung,375000,4.4,120.0,-6.8629384,107.6482191,"Jakarta Utara, DKI Jakarta",31
79,314,3,Tafso Barn,Cagar Alam,Bandung,0,4.2,180.0,-6.8426446,107.6228408,"Jakarta Utara, DKI Jakarta",31
79,177,2,Pantai Parangtritis,Bahari,Yogyakarta,10000,4.5,,-8.024608,110.3298045,"Jakarta Utara, DKI Jakarta",31
79,373,4,Museum Kereta Ambarawa,Budaya,Semarang,10000,4.5,60.0,-7.2645989,110.4046017,"Jakarta Utara, DKI Jakarta",31
79,182,1,Hutan Mangrove Kulon Progo,Bahari,Yogyakarta,5000,4.1,120.0,-7.8933459,110.0198257,"Jakarta Utara, DKI Jakarta",31
79,13,5,Pulau Pramuka,Bahari,Jakarta,5000,4.2,,-5.745962,106.6136577,"Jakarta Utara, DKI Jakarta",31
79,241,2,Lawangwangi Creative Space,Taman Hiburan,Bandung,0,4.4,120.0,-6.847898,107.6276146,"Jakarta Utara, DKI Jakarta",31
79,184,2,Pantai Sepanjang,Bahari,Yogyakarta,10000,4.4,120.0,-8.1366656,110.5659962,"Jakarta Utara, DKI Jakarta",31
79,12,2,Pulau Pari,Bahari,Jakarta,150000,4.0,,-5.9074328,106.5863989,"Jakarta Utara, DKI Jakarta",31
79,430,3,Atlantis Land Surabaya,Taman Hiburan,Surabaya,125000,4.4,120.0,-7.2516189,112.8009694,"Jakarta Utara, DKI Jakarta",31
79,346,3,Indonesia Kaya Park,Taman Hiburan,Semarang,0,4.6,45.0,-6.9923507,110.4201162,"Jakarta Utara, DKI Jakarta",31
79,177,3,Pantai Parangtritis,Bahari,Yogyakarta,10000,4.5,,-8.024608,110.3298045,"Jakarta Utara, DKI Jakarta",31
79,92,3,Nol Kilometer Jl.Malioboro,Taman Hiburan,Yogyakarta,0,4.7,45.0,-7.8013803,110.3647652,"Jakarta Utara, DKI Jakarta",31
79,416,1,Keraton Surabaya,Budaya,Surabaya,0,4.4,,-7.2567553,112.7942203,"Jakarta Utara, DKI Jakarta",31
80,173,4,Pantai Nglambor,Bahari,Yogyakarta,10000,4.4,,-8.1827028,110.6792399,"Jakarta Selatan, DKI Jakarta",32
80,210,5,Pantai Congot,Bahari,Yogyakarta,3000,4.3,,-7.9075425,110.0535658,"Jakarta Selatan, DKI Jakarta",32
80,246,3,Curug Tilu Leuwi Opat,Cagar Alam,Bandung,10000,4.4,120.0,-6.7905692,107.5826388,"Jakarta Selatan, DKI Jakarta",32
80,355,3,Umbul Sidomukti,Cagar Alam,Semarang,75000,4.6,,-7.1945903,110.3733583,"Jakarta Selatan, DKI Jakarta",32
80,436,2,Taman Flora Bratang Surabaya,Taman Hiburan,Surabaya,0,4.6,,-7.2943303,112.7617534,"Jakarta Selatan, DKI Jakarta",32
80,272,2,Taman Budaya Jawa Barat,Budaya,Bandung,0,4.3,120.0,-6.870099,107.6164386,"Jakarta Selatan, DKI Jakarta",32
80,323,2,Kebun Tanaman Obat Sari Alam,Cagar Alam,Bandung,0,4.9,90.0,-6.601321,106.632734,"Jakarta Selatan, DKI Jakarta",32
80,53,2,Rumah Sipitung,Budaya,Jakarta,5000,4.5,90.0,-6.10016,106.96057,"Jakarta Selatan, DKI Jakarta",32
80,100,1,Taman Budaya Yogyakarta,Budaya,Yogyakarta,0,4.5,210.0,-7.8001041,110.3676579,"Jakarta Selatan, DKI Jakarta",32
80,372,2,Gua Maria Kerep Ambarawa,Cagar Alam,Semarang,2000,4.8,,-7.2552364,110.3991897,"Jakarta Selatan, DKI Jakarta",32
80,275,2,Curug Cipanas,Cagar Alam,Bandung,20000,3.9,180.0,-6.7991958,107.5922088,"Jakarta Selatan, DKI Jakarta",32
80,34,3,Pasar Taman Puring,Pusat Perbelanjaan,Jakarta,0,4.4,60.0,-6.241369,106.7890587,"Jakarta Selatan, DKI Jakarta",32
80,424,1,Pantai Ria Kenjeran,Bahari,Surabaya,15000,4.2,45.0,-7.2509164,112.8009332,"Jakarta Selatan, DKI Jakarta",32
80,282,2,Curug Cilengkrang,Cagar Alam,Bandung,7500,4.0,60.0,-6.8908877,107.7307085,"Jakarta Selatan, DKI Jakarta",32
80,378,2,Jembatan Biru Ambarawa,Taman Hiburan,Semarang,0,4.2,60.0,-7.2678201,110.4483217,"Jakarta Selatan, DKI Jakarta",32
80,291,1,Water Park Bandung Indah,Taman Hiburan,Bandung,50000,4.0,,-6.9805807,107.5856567,"Jakarta Selatan, DKI Jakarta",32
80,108,2,Embung Tambakboyo,Taman Hiburan,Yogyakarta,0,4.4,,-7.756227,110.4150131,"Jakarta Selatan, DKI Jakarta",32
80,431,5,Taman Hiburan Rakyat,Taman Hiburan,Surabaya,5000,4.2,,-7.252291,112.7520012,"Jakarta Selatan, DKI Jakarta",32
80,66,4,Museum Layang-layang,Budaya,Jakarta,10000,4.5,90.0,-6.3080282,106.790548,"Jakarta Selatan, DKI Jakarta",32
80,164,5,Pintoe Langit Dahromo,Cagar Alam,Yogyakarta,2500,4.4,60.0,-7.913608,110.437783,"Jakarta Selatan, DKI Jakarta",32
80,42,4,Museum Seni Rupa dan Kramik,Budaya,Jakarta,5000,4.4,,-6.1342598,106.814552,"Jakarta Selatan, DKI Jakarta",32
80,150,3,Wisata Kraton Jogja,Budaya,Yogyakarta,7000,4.7,,-7.8067535,110.3636659,"Jakarta Selatan, DKI Jakarta",32
80,272,1,Taman Budaya Jawa Barat,Budaya,Bandung,0,4.3,120.0,-6.870099,107.6164386,"Jakarta Selatan, DKI Jakarta",32
80,382,5,Kampoeng Kopi Banaran,Taman Hiburan,Semarang,200000,4.3,90.0,-7.2539005,110.4414953,"Jakarta Selatan, DKI Jakarta",32
80,70,3,Perpustakaan Nasional,Budaya,Jakarta,0,4.7,240.0,-6.1812918,106.8268717,"Jakarta Selatan, DKI Jakarta",32
80,312,1,Taman Hutan Raya Ir. H. Juanda,Cagar Alam,Bandung,11000,4.5,90.0,-6.8585841,107.6306089,"Jakarta Selatan, DKI Jakarta",32
80,364,2,Water Blaster Bukit Candi Golf,Taman Hiburan,Semarang,80000,4.2,60.0,-7.0218894,110.4383345,"Jakarta Selatan, DKI Jakarta",32
80,349,1,Wisata Mangrove Tapak,Cagar Alam,Semarang,5000,4.3,90.0,-6.9685618,110.3459696,"Jakarta Selatan, DKI Jakarta",32
80,173,1,Pantai Nglambor,Bahari,Yogyakarta,10000,4.4,,-8.1827028,110.6792399,"Jakarta Selatan, DKI Jakarta",32
80,432,3,Taman Mundu,Taman Hiburan,Surabaya,0,4.4,30.0,-7.2516046,112.7545983,"Jakarta Selatan, DKI Jakarta",32
80,26,1,Pecinan Glodok,Pusat Perbelanjaan,Jakarta,0,4.3,20.0,-6.1427588,106.8140791,"Jakarta Selatan, DKI Jakarta",32
80,274,2,Babakan Siliwangi City Forest Path Bandung,Cagar Alam,Bandung,0,4.6,,-6.8853746,107.6111899,"Jakarta Selatan, DKI Jakarta",32
80,437,3,Gereja Perawan Maria Tak Berdosa Surabaya,Tempat Ibadah,Surabaya,10000,4.8,,-7.2420758,112.7368158,"Jakarta Selatan, DKI Jakarta",32
81,219,2,Tebing Karaton,Cagar Alam,Bandung,15000,4.5,,-6.8340683,107.6636151,"Bandung, Jawa Barat",29
81,127,4,Blue Lagoon Jogja,Taman Hiburan,Yogyakarta,10000,4.3,,-7.7044358,110.45026,"Bandung, Jawa Barat",29
81,115,3,Monumen Sanapati,Budaya,Yogyakarta,15000,4.3,,-7.7881728,110.3715403,"Bandung, Jawa Barat",29
81,286,3,Roemah Seni Sarasvati,Budaya,Bandung,0,4.4,,-6.9204173,107.5996425,"Bandung, Jawa Barat",29
81,266,1,Caringin Tilu,Cagar Alam,Bandung,0,4.4,,-6.8580464,107.6647084,"Bandung, Jawa Barat",29
81,302,4,Masjid Pusdai,Tempat Ibadah,Bandung,0,4.7,,-6.9000672,107.62587,"Bandung, Jawa Barat",29
81,217,1,Kebun Binatang Bandung,Cagar Alam,Bandung,20000,4.0,180.0,-6.8897177,107.6077282,"Bandung, Jawa Barat",29
81,79,3,Taman Spathodea,Taman Hiburan,Jakarta,0,4.6,30.0,-6.3226133,106.8241871,"Bandung, Jawa Barat",29
81,238,2,Gunung Manglayang,Cagar Alam,Bandung,7500,4.5,,-6.8761111,107.7436111,"Bandung, Jawa Barat",29
81,125,1,Alun-alun Utara Keraton Yogyakarta,Budaya,Yogyakarta,0,4.6,60.0,-7.8038975,110.3644232,"Bandung, Jawa Barat",29
81,6,2,Taman Impian Jaya Ancol,Taman Hiburan,Jakarta,25000,4.5,10.0,-6.1173332,106.8579951,"Bandung, Jawa Barat",29
81,427,4,Patung Buddha Empat Rupa,Budaya,Surabaya,0,4.3,,-7.2472841,112.8010814,"Bandung, Jawa Barat",29
81,257,3,Monumen Bandung Lautan Api,Budaya,Bandung,0,4.3,,-6.9338497,107.604925,"Bandung, Jawa Barat",29
81,173,2,Pantai Nglambor,Bahari,Yogyakarta,10000,4.4,,-8.1827028,110.6792399,"Bandung, Jawa Barat",29
81,419,1,Monumen Tugu Pahlawan,Budaya,Surabaya,0,4.7,30.0,-7.246926,112.73781,"Bandung, Jawa Barat",29
81,437,3,Gereja Perawan Maria Tak Berdosa Surabaya,Tempat Ibadah,Surabaya,10000,4.8,,-7.2420758,112.7368158,"Bandung, Jawa Barat",29
81,360,5,Air Terjun Kali Pancur,Cagar Alam,Semarang,5000,4.1,,-7.3580963,110.4210681,"Bandung, Jawa Barat",29
81,248,2,NuArt Sculpture Park,Taman Hiburan,Bandung,50000,4.7,,-6.8778589,107.5720263,"Bandung, Jawa Barat",29
81,181,1,Pantai Sundak,Bahari,Yogyakarta,5000,4.5,,-8.147072,110.6079043,"Bandung, Jawa Barat",29
81,243,2,Kampung Korea Bandung,Budaya,Bandung,15000,4.1,,-6.9154546,107.640769,"Bandung, Jawa Barat",29
81,135,3,Kawasan Wisata Sosrowijayan,Pusat Perbelanjaan,Yogyakarta,0,4.0,,-7.7916235,110.361956,"Bandung, Jawa Barat",29
81,378,5,Jembatan Biru Ambarawa,Taman Hiburan,Semarang,0,4.2,60.0,-7.2678201,110.4483217,"Bandung, Jawa Barat",29
81,120,1,Bukit Panguk Kediwung,Budaya,Yogyakarta,250000,4.5,90.0,-7.9583695,110.4407622,"Bandung, Jawa Barat",29
82,405,2,Surabaya North Quay,Taman Hiburan,Surabaya,50000,4.4,,-7.1968193,112.7324578,"Surabaya, Jawa Timur",24
82,263,3,Curug Batu Templek,Cagar Alam,Bandung,5000,4.1,90.0,-6.8743633,107.6844023,"Surabaya, Jawa Timur",24
82,428,1,Monumen Bambu Runcing Surabaya,Budaya,Surabaya,0,4.6,15.0,-7.2677755,112.7443898,"Surabaya, Jawa Timur",24
82,70,5,Perpustakaan Nasional,Budaya,Jakarta,0,4.7,240.0,-6.1812918,106.8268717,"Surabaya, Jawa Timur",24
82,286,2,Roemah Seni Sarasvati,Budaya,Bandung,0,4.4,,-6.9204173,107.5996425,"Surabaya, Jawa Timur",24
82,393,5,Taman Harmoni Keputih,Cagar Alam,Surabaya,0,4.4,60.0,-7.2952211,112.8035603,"Surabaya, Jawa Timur",24
82,387,5,Obyek Wisata Goa Kreo,Cagar Alam,Semarang,5500,4.3,60.0,-7.0372113,110.3476164,"Surabaya, Jawa Timur",24
82,412,1,Masjid Nasional Al-Akbar,Tempat Ibadah,Surabaya,0,4.9,,-7.3366141,112.7151806,"Surabaya, Jawa Timur",24
82,154,2,Pantai Ngrawe (Mesra),Bahari,Yogyakarta,10000,4.5,,-8.1333389,110.5537405,"Surabaya, Jawa Timur",24
82,433,4,Museum Mpu Tantular,Budaya,Surabaya,2000,4.4,45.0,-7.4338593,112.7199058,"Surabaya, Jawa Timur",24
82,368,4,Kampoeng Rawa,Cagar Alam,Semarang,3000,4.5,,-7.267539,110.418076,"Surabaya, Jawa Timur",24
82,206,2,Wisata Kaliurang,Cagar Alam,Yogyakarta,8000,4.4,60.0,-7.6120675,110.4205209,"Surabaya, Jawa Timur",24
82,39,4,Museum Macan (Modern and Contemporary Art in Nusantara),Budaya,Jakarta,100000,4.5,120.0,-6.190942,106.767622,"Surabaya, Jawa Timur",24
82,159,1,Hutan Pinus Asri,Cagar Alam,Yogyakarta,2500,4.5,,-7.9209209,110.4355651,"Surabaya, Jawa Timur",24
82,33,4,Taman Suropati,Taman Hiburan,Jakarta,0,4.6,,-6.1994034,106.8326228,"Surabaya, Jawa Timur",24
82,348,5,Pura Giri Natha,Budaya,Semarang,20000,4.7,,-6.9984759,110.4106468,"Surabaya, Jawa Timur",24
82,298,1,Gunung Lalakon,Cagar Alam,Bandung,0,4.8,,-6.9580556,107.5205556,"Surabaya, Jawa Timur",24
